Partidos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb_Ofensivos;Reb_Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Cluster
13.0;9.77;3.62;8.23;0.44;0.0;0.15;0.0;2.54;3.23;0.79;2.0;3.85;5.85;1.23;0.08;2.15;0.69;0.31;0.0;1.15;2.69;11.54;Cluster 3
21.0;6.33;1.81;4.29;0.42;0.62;1.86;0.33;0.86;1.19;0.72;0.86;4.38;5.24;1.76;1.29;2.29;0.33;0.33;0.0;2.76;2.1;7.62;Cluster 1
26.0;5.73;1.54;3.5;0.44;0.23;1.15;0.2;1.96;3.12;0.63;0.81;1.73;2.54;0.85;1.04;2.38;0.04;0.08;0.0;2.46;1.35;2.58;Cluster 0
26.0;9.81;1.62;2.81;0.58;1.77;5.0;0.35;1.27;1.85;0.69;0.23;1.5;1.73;2.08;1.31;1.88;0.04;0.04;0.0;1.5;1.73;8.27;Cluster 1
26.0;8.19;2.08;5.54;0.38;1.0;3.08;0.33;1.04;1.46;0.71;0.27;1.81;2.08;2.81;1.35;2.62;0.0;0.19;0.0;2.27;1.54;4.92;Cluster 1
26.0;10.88;4.19;7.85;0.53;0.0;0.08;0.0;2.5;4.12;0.61;1.58;3.15;4.73;1.58;1.38;2.77;0.88;0.31;0.0;3.38;4.23;12.19;Cluster 3
30.0;7.07;1.53;3.67;0.42;1.07;3.07;0.35;0.8;1.03;0.77;0.73;2.8;3.53;1.2;0.9;1.23;0.13;0.17;0.0;1.87;1.13;6.5;Cluster 1
12.0;4.83;1.33;4.83;0.28;0.33;1.92;0.17;1.17;1.92;0.61;1.17;2.92;4.08;0.92;1.67;2.33;0.17;0.33;0.0;3.17;1.5;1.5;Cluster 0
26.0;7.69;1.38;2.85;0.49;1.42;3.46;0.41;0.65;0.77;0.85;0.38;1.54;1.92;2.85;1.23;1.35;0.15;0.08;0.0;1.31;1.04;8.54;Cluster 1
22.0;16.64;3.77;6.68;0.56;2.55;6.36;0.4;1.45;1.59;0.91;0.68;2.86;3.55;2.5;2.59;2.64;0.36;0.23;0.0;1.86;2.0;16.05;Cluster 1
26.0;8.58;1.69;3.81;0.44;1.27;3.46;0.37;1.38;1.46;0.95;0.31;1.77;2.08;0.96;0.88;1.54;0.12;0.23;0.0;2.0;1.5;5.96;Cluster 1
26.0;7.0;0.88;2.38;0.37;1.42;4.15;0.34;0.96;1.38;0.69;0.19;1.31;1.5;2.15;1.23;1.96;0.04;0.0;0.0;2.08;1.54;4.77;Cluster 1
13.0;8.15;2.77;4.38;0.63;0.31;1.54;0.2;1.69;2.08;0.81;0.38;2.85;3.23;2.46;2.77;2.31;0.46;0.08;0.0;2.38;2.15;11.23;Cluster 1
25.0;12.56;5.32;9.92;0.54;0.0;0.04;0.0;1.92;2.84;0.68;2.72;5.68;8.4;0.64;0.72;2.24;0.84;0.24;0.0;2.32;2.72;15.52;Cluster 3
21.0;6.29;1.52;4.05;0.38;0.95;3.14;0.3;0.38;0.43;0.89;0.52;1.71;2.24;1.67;1.19;2.24;0.14;0.19;0.0;1.67;0.62;3.29;Cluster 1
22.0;10.59;4.05;7.86;0.51;0.27;1.68;0.16;1.68;2.0;0.84;0.27;3.18;3.45;3.64;0.95;2.05;0.05;0.05;0.0;1.0;2.5;12.59;Cluster 1
17.0;7.82;3.18;6.76;0.47;0.18;1.0;0.18;0.94;1.53;0.62;1.35;3.18;4.53;1.18;1.29;1.47;0.29;0.29;0.0;2.24;1.65;8.06;Cluster 1
23.0;6.87;2.0;4.87;0.41;0.7;3.17;0.22;0.78;1.09;0.72;1.35;3.35;4.7;1.04;0.78;1.7;0.04;0.22;0.0;2.09;1.17;5.17;Cluster 1
20.0;10.8;2.85;6.4;0.45;0.9;4.3;0.21;2.4;3.1;0.77;1.1;2.7;3.8;1.15;1.3;1.2;0.05;0.15;0.0;2.05;3.95;10.15;Cluster 1
30.0;7.8;2.33;4.63;0.5;0.7;2.07;0.34;1.03;1.43;0.72;0.57;4.43;5.0;3.93;1.13;2.3;0.2;0.17;0.0;2.5;2.0;11.2;Cluster 1
22.0;6.68;1.09;3.77;0.29;1.05;3.05;0.34;1.36;1.77;0.77;1.5;2.55;4.05;1.5;0.73;1.5;0.09;0.27;0.0;1.32;2.0;6.86;Cluster 1
13.0;6.46;2.23;4.62;0.48;0.08;0.92;0.08;1.77;2.46;0.72;0.69;1.54;2.23;1.62;1.0;0.77;0.15;0.08;0.0;1.92;2.23;7.0;Cluster 0
24.0;9.5;3.83;7.83;0.49;0.21;0.62;0.33;1.21;1.62;0.74;1.38;2.62;4.0;0.83;0.75;1.96;0.25;0.17;0.0;2.38;1.79;7.79;Cluster 3
26.0;5.31;1.92;4.31;0.45;0.15;0.88;0.17;1.0;1.27;0.79;0.81;2.88;3.69;1.46;0.96;1.27;0.15;0.12;0.0;2.35;1.62;6.08;Cluster 0
30.0;8.7;2.93;5.97;0.49;0.13;0.4;0.33;2.43;3.23;0.75;1.77;4.13;5.9;1.87;1.17;1.43;0.17;0.1;0.0;1.73;3.8;14.33;Cluster 3
30.0;6.6;1.1;2.83;0.39;1.4;4.0;0.35;0.2;0.2;1.0;0.37;1.63;2.0;1.17;0.8;1.4;0.07;0.03;0.0;2.3;0.5;3.1;Cluster 0
30.0;9.87;1.73;4.37;0.4;1.77;5.1;0.35;1.1;1.53;0.72;0.43;1.9;2.33;1.73;0.6;1.67;0.03;0.2;0.0;0.9;1.67;7.27;Cluster 1
25.0;8.4;2.28;4.76;0.48;0.68;2.72;0.25;1.8;2.36;0.76;0.16;2.36;2.52;1.36;1.2;1.88;0.04;0.08;0.0;3.12;1.48;4.84;Cluster 1
5.0;8.8;4.0;7.8;0.51;0.0;0.0;0.0;0.8;1.0;0.8;1.0;3.4;4.4;0.6;1.2;1.4;0.0;0.8;0.0;3.6;1.2;6.4;Cluster 3
22.0;5.68;0.73;2.68;0.27;1.0;2.09;0.48;1.23;1.64;0.75;0.18;0.91;1.09;0.86;0.41;1.59;0.09;0.18;0.0;2.77;0.59;0.73;Cluster 0
22.0;7.0;0.55;1.41;0.39;1.68;4.77;0.35;0.86;1.23;0.7;0.09;1.23;1.32;0.36;1.0;1.14;0.09;0.14;0.0;1.91;1.23;3.5;Cluster 1
26.0;4.92;0.96;3.04;0.32;0.54;2.31;0.23;1.38;1.92;0.72;0.27;2.38;2.65;2.96;1.35;2.19;0.04;0.15;0.0;2.85;2.77;5.12;Cluster 1
26.0;5.65;1.46;3.19;0.46;0.73;2.77;0.26;0.54;0.77;0.7;1.23;1.5;2.73;0.5;0.58;1.08;0.12;0.23;0.0;2.46;1.15;2.96;Cluster 0
26.0;11.62;5.15;9.27;0.56;0.0;0.0;0.0;1.31;2.15;0.61;1.96;3.27;5.23;0.62;0.35;1.81;0.19;0.27;0.0;2.42;2.0;10.81;Cluster 3
26.0;5.96;0.77;1.65;0.47;1.08;3.12;0.35;1.19;1.46;0.82;0.38;1.54;1.92;1.58;1.0;1.69;0.0;0.0;0.0;1.42;1.58;5.73;Cluster 1
18.0;6.11;1.83;5.61;0.33;0.33;1.17;0.29;1.44;1.89;0.76;0.83;2.44;3.28;1.06;2.17;1.94;0.28;0.11;0.0;2.61;1.56;4.72;Cluster 1
26.0;7.46;1.46;3.42;0.43;0.88;2.88;0.31;1.88;2.38;0.79;0.31;1.92;2.23;1.54;0.58;1.81;0.0;0.12;0.0;2.77;2.31;4.96;Cluster 1
20.0;7.55;1.9;3.85;0.49;0.6;1.95;0.31;1.95;2.45;0.8;0.8;2.5;3.3;1.15;1.4;2.35;0.05;0.2;0.0;2.35;2.2;6.95;Cluster 1
26.0;6.65;1.65;3.77;0.44;0.92;2.81;0.33;0.58;0.88;0.65;0.15;1.65;1.81;1.27;1.35;1.42;0.0;0.04;0.0;1.58;0.19;3.92;Cluster 0
26.0;11.88;3.69;6.27;0.59;1.04;2.96;0.35;1.38;1.85;0.75;1.19;2.65;3.85;1.81;1.62;1.81;0.19;0.0;0.0;1.58;2.35;13.35;Cluster 1
26.0;7.73;3.38;8.19;0.41;0.0;0.0;0.0;0.96;1.92;0.5;1.62;3.58;5.19;0.77;0.5;1.69;0.15;0.46;0.0;1.77;2.15;6.81;Cluster 3
8.0;8.5;1.25;4.12;0.3;1.5;3.62;0.41;1.5;2.25;0.67;0.38;3.25;3.62;1.38;2.12;0.75;0.12;0.25;0.12;2.38;2.12;8.75;Cluster 1
14.0;6.5;0.43;1.64;0.26;1.79;4.64;0.38;0.29;0.43;0.67;0.29;1.64;1.93;1.36;0.5;1.14;0.14;0.14;0.0;1.86;0.93;4.14;Cluster 0
4.0;4.5;2.0;6.25;0.32;0.0;0.0;0.0;0.5;0.75;0.67;2.0;3.25;5.25;0.75;0.75;2.0;2.0;0.5;0.0;2.5;2.0;5.75;Cluster 3
24.0;11.46;1.46;3.88;0.38;2.42;4.92;0.49;1.29;1.67;0.78;0.54;3.33;3.88;1.54;1.25;1.0;0.71;0.08;0.04;1.88;1.58;12.25;Cluster 1
30.0;7.73;1.5;2.67;0.56;1.27;3.97;0.32;0.93;1.47;0.64;0.8;2.33;3.13;1.13;0.83;1.2;0.2;0.17;0.0;1.9;2.23;7.77;Cluster 1
29.0;12.38;2.97;6.83;0.43;1.21;3.41;0.35;2.83;3.38;0.84;0.86;3.62;4.48;2.41;1.21;2.76;0.21;0.38;0.0;2.59;3.59;12.31;Cluster 1
26.0;11.69;3.62;6.92;0.52;0.65;1.88;0.35;2.5;3.19;0.78;1.58;2.65;4.23;1.08;0.73;1.12;0.15;0.27;0.0;1.96;2.77;12.08;Cluster 3
21.0;6.9;1.86;4.24;0.44;0.71;2.81;0.25;1.05;1.33;0.79;0.57;2.52;3.1;0.95;1.24;1.81;0.05;0.24;0.0;1.29;1.76;5.9;Cluster 1
29.0;7.28;2.38;4.79;0.5;0.34;1.21;0.29;1.48;2.03;0.73;0.66;4.0;4.66;5.21;1.34;2.79;0.1;0.14;0.0;2.31;2.38;12.03;Cluster 1
4.0;11.5;3.0;4.75;0.63;0.25;1.0;0.25;4.75;5.5;0.86;1.75;4.25;6.0;0.25;0.25;2.75;0.0;0.25;0.0;1.5;3.5;13.75;Cluster 3
26.0;4.12;1.77;3.85;0.46;0.0;0.04;0.0;0.58;1.0;0.58;0.92;3.04;3.96;0.62;0.81;1.31;0.5;0.04;0.0;2.58;1.04;4.58;Cluster 0
30.0;5.9;1.7;4.43;0.38;0.47;1.97;0.24;1.1;1.6;0.69;0.57;1.83;2.4;1.93;1.23;1.47;0.0;0.0;0.0;2.4;2.07;4.93;Cluster 0
28.0;7.64;3.32;6.96;0.48;0.04;0.14;0.25;0.89;1.18;0.76;2.0;4.14;6.14;0.96;0.54;2.25;0.14;0.29;0.0;2.71;1.89;8.32;Cluster 3
13.0;9.69;2.92;5.77;0.51;0.54;1.38;0.39;2.23;2.77;0.81;0.54;2.23;2.77;2.23;2.08;1.62;0.38;0.15;0.0;2.38;3.0;11.77;Cluster 1
26.0;8.81;1.88;4.35;0.43;1.19;3.42;0.35;1.46;1.81;0.81;0.85;2.46;3.31;2.42;1.08;1.19;0.08;0.15;0.0;1.12;1.5;9.69;Cluster 1
21.0;4.62;0.71;2.38;0.3;0.86;2.76;0.31;0.62;0.71;0.87;0.76;4.33;5.1;1.33;0.52;1.38;0.19;0.29;0.0;1.76;1.76;6.71;Cluster 0
27.0;6.19;2.04;4.96;0.41;0.52;1.93;0.27;0.56;0.96;0.58;0.52;3.67;4.19;2.3;1.04;2.22;0.22;0.07;0.0;2.63;1.37;5.7;Cluster 1
14.0;13.07;2.93;5.14;0.57;1.71;5.5;0.31;2.07;2.64;0.78;0.57;3.29;3.86;2.93;1.64;2.43;0.21;0.14;0.0;1.5;2.21;13.43;Cluster 1
27.0;12.52;3.3;6.48;0.51;1.15;3.26;0.35;2.48;2.78;0.89;0.56;2.44;3.0;2.78;1.15;2.93;0.11;0.22;0.0;2.37;3.11;11.78;Cluster 1
26.0;8.38;3.77;6.0;0.63;0.0;0.12;0.0;0.85;1.62;0.52;2.04;3.31;5.35;0.85;0.85;1.5;0.12;0.23;0.0;2.88;1.73;9.54;Cluster 3
20.0;11.4;3.5;5.75;0.61;0.6;1.45;0.41;2.6;3.45;0.75;1.5;2.45;3.95;0.35;0.8;2.0;0.1;0.2;0.0;2.55;3.05;10.95;Cluster 3
26.0;7.5;2.5;5.12;0.49;0.27;1.04;0.26;1.69;2.31;0.73;2.0;2.35;4.35;1.23;0.62;1.69;0.0;0.31;0.0;0.88;1.88;8.69;Cluster 0
25.0;6.32;2.04;4.68;0.44;0.52;1.4;0.37;0.68;0.76;0.89;0.96;2.64;3.6;1.12;1.12;1.32;0.48;0.16;0.0;1.04;1.16;7.68;Cluster 0
25.0;3.76;1.08;2.8;0.39;0.36;1.2;0.3;0.52;1.08;0.48;0.6;2.6;3.2;5.32;1.56;2.0;0.44;0.0;0.0;2.08;1.64;8.72;Cluster 1
25.0;7.24;1.96;3.88;0.51;0.72;1.92;0.38;1.16;1.6;0.72;0.36;1.52;1.88;1.6;1.8;1.4;0.08;0.28;0.0;2.04;1.68;7.0;Cluster 1
25.0;6.8;2.56;5.12;0.5;0.0;0.04;0.0;1.68;2.32;0.72;1.84;2.6;4.44;0.36;1.0;1.36;0.84;0.4;0.0;2.6;2.24;8.08;Cluster 3
25.0;9.04;2.32;4.68;0.5;1.08;2.52;0.43;1.16;1.4;0.83;1.48;3.12;4.6;0.68;0.6;0.68;0.28;0.32;0.0;1.72;1.4;9.84;Cluster 1
25.0;8.52;2.68;4.8;0.56;0.64;2.88;0.22;1.24;1.76;0.7;0.52;2.44;2.96;2.16;1.4;2.0;0.28;0.08;0.0;1.4;1.96;8.92;Cluster 1
30.0;7.07;1.53;3.6;0.43;0.9;3.5;0.26;1.3;1.9;0.68;0.43;1.6;2.03;3.1;1.07;1.53;0.0;0.13;0.0;2.4;2.97;7.03;Cluster 1
23.0;12.22;3.13;6.65;0.47;1.48;3.61;0.41;1.52;2.22;0.69;0.39;3.65;4.04;1.7;1.7;2.35;0.35;0.17;0.0;2.7;2.3;10.74;Cluster 1
25.0;6.84;1.52;3.88;0.39;1.04;3.32;0.31;0.68;0.8;0.85;0.84;2.76;3.6;2.56;2.4;2.04;0.0;0.16;0.0;2.52;1.4;7.32;Cluster 1
29.0;9.14;1.24;2.41;0.51;1.93;4.34;0.44;0.86;1.24;0.69;0.93;3.07;4.0;1.41;0.76;1.59;0.0;0.17;0.0;1.9;1.55;9.41;Cluster 1
17.0;12.88;4.53;7.71;0.59;0.47;1.35;0.35;2.41;3.24;0.75;1.29;4.24;5.53;0.94;0.71;1.88;0.59;0.65;0.0;2.94;3.18;14.12;Cluster 3
26.0;8.65;3.19;8.12;0.39;0.12;0.35;0.33;1.92;2.62;0.74;2.08;5.96;8.04;0.81;0.92;1.92;0.46;0.31;0.0;3.62;2.88;10.08;Cluster 3
22.0;6.86;2.36;4.45;0.53;0.5;1.5;0.33;0.64;1.36;0.47;0.55;1.64;2.18;1.05;1.0;1.23;0.0;0.23;0.0;1.91;0.95;4.86;Cluster 0
27.0;5.44;0.85;2.07;0.41;1.0;3.7;0.27;0.74;1.11;0.67;0.33;2.07;2.41;2.15;0.74;1.0;0.0;0.11;0.0;2.0;1.37;4.81;Cluster 0
27.0;6.33;2.15;5.04;0.43;0.3;1.15;0.26;1.15;1.52;0.76;0.67;2.0;2.67;1.67;0.93;1.93;0.04;0.37;0.0;2.52;1.78;4.85;Cluster 0
26.0;7.96;1.77;4.54;0.39;1.15;4.38;0.26;0.96;1.58;0.61;0.58;2.12;2.69;0.5;1.5;1.62;0.12;0.31;0.0;2.15;1.19;3.27;Cluster 1
26.0;8.5;2.15;4.15;0.52;1.08;3.42;0.31;0.96;1.35;0.71;0.77;1.77;2.54;2.27;1.31;2.08;0.19;0.12;0.0;2.54;1.69;7.04;Cluster 1
4.0;7.75;2.0;5.75;0.35;0.75;2.75;0.27;1.5;2.0;0.75;0.25;1.5;1.75;1.75;1.25;2.25;0.0;0.0;0.0;2.5;1.5;3.0;Cluster 1
24.0;4.25;0.67;2.08;0.32;0.83;2.25;0.37;0.42;0.71;0.59;0.71;2.42;3.12;1.33;1.46;1.21;0.0;0.08;0.0;1.21;1.33;5.88;Cluster 0
30.0;13.17;3.03;7.3;0.42;1.7;4.57;0.37;2.0;2.5;0.8;0.6;4.3;4.9;1.63;1.03;1.47;0.0;0.23;0.0;1.0;2.87;13.5;Cluster 1
23.0;11.0;4.35;8.43;0.52;0.04;0.26;0.17;2.17;3.43;0.63;2.65;3.78;6.43;0.39;1.43;1.65;0.17;0.39;0.0;2.74;3.0;12.09;Cluster 3
25.0;7.08;2.12;4.2;0.5;0.44;1.84;0.24;1.52;2.6;0.58;0.8;1.92;2.72;1.24;1.96;1.88;0.12;0.24;0.0;1.84;2.4;7.0;Cluster 1
19.0;4.0;0.89;1.63;0.55;0.47;1.32;0.36;0.79;1.32;0.6;0.37;1.47;1.84;2.11;1.32;2.53;0.0;0.16;0.0;2.05;1.95;4.37;Cluster 0
22.0;15.09;5.32;10.5;0.51;0.45;1.27;0.36;3.09;4.36;0.71;1.91;3.59;5.5;1.18;1.82;1.73;0.09;0.05;0.0;3.55;3.55;14.68;Cluster 3
30.0;10.7;0.77;1.93;0.4;2.63;6.27;0.42;1.27;1.83;0.69;0.47;0.97;1.43;0.77;0.47;1.27;0.07;0.33;0.0;2.33;2.07;6.53;Cluster 1
26.0;13.88;4.38;8.5;0.52;1.19;3.08;0.39;1.54;1.81;0.85;2.35;2.31;4.65;1.0;1.85;1.35;0.23;0.46;0.0;1.85;1.58;13.27;Cluster 1
12.0;10.25;4.25;9.58;0.44;0.0;0.17;0.0;1.75;3.58;0.49;2.58;4.92;7.5;0.17;1.08;1.67;0.17;0.58;0.0;1.17;3.08;11.5;Cluster 3
1.0;12.0;4.0;5.0;0.8;1.0;1.0;1.0;1.0;3.0;0.33;2.0;1.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;2.0;3.0;11.0;Cluster 1
26.0;9.38;2.35;5.23;0.45;1.04;3.88;0.27;1.58;1.96;0.8;0.46;2.31;2.77;2.31;1.12;3.31;0.0;0.27;0.0;2.04;1.65;5.5;Cluster 1
24.0;7.75;2.67;6.75;0.4;0.46;1.29;0.35;1.04;1.46;0.71;1.62;1.96;3.58;0.54;0.58;2.58;0.08;0.21;0.0;2.92;1.71;3.21;Cluster 0
30.0;3.27;1.33;3.13;0.43;0.0;0.03;0.0;0.6;0.9;0.67;0.7;2.6;3.3;1.2;0.47;1.03;0.07;0.03;0.0;1.8;1.6;4.93;Cluster 0
30.0;4.63;0.7;1.93;0.36;0.87;2.4;0.36;0.63;0.87;0.73;1.17;2.33;3.5;2.0;1.17;1.83;0.1;0.07;0.0;2.73;1.77;5.6;Cluster 1
30.0;11.53;3.17;5.63;0.56;0.77;2.1;0.37;2.9;3.63;0.8;1.67;3.3;4.97;2.17;0.87;2.3;0.5;0.07;0.0;2.57;4.97;15.6;Cluster 3
11.0;6.91;3.27;4.91;0.67;0.0;0.0;0.0;0.36;0.64;0.57;2.91;4.36;7.27;0.82;1.36;2.91;0.27;0.18;0.0;3.82;1.18;9.0;Cluster 3
30.0;4.6;2.03;4.67;0.44;0.07;0.2;0.33;0.33;0.57;0.59;1.43;4.13;5.57;1.47;1.17;0.83;0.23;0.17;0.03;0.83;1.4;9.77;Cluster 0
26.0;12.58;2.81;6.46;0.43;1.5;4.31;0.35;2.46;2.81;0.88;0.31;1.85;2.15;0.92;1.08;3.54;0.08;0.58;0.0;2.42;3.08;6.54;Cluster 1
28.0;10.36;3.39;5.82;0.58;0.46;1.5;0.31;2.18;3.07;0.71;0.89;3.68;4.57;2.36;0.89;1.75;0.07;0.25;0.0;0.93;2.96;14.18;Cluster 1
23.0;8.87;3.43;6.83;0.5;0.13;0.3;0.43;1.61;2.09;0.77;1.48;3.61;5.09;1.3;0.61;2.22;0.39;0.48;0.0;2.26;2.48;9.74;Cluster 3
9.0;3.67;0.67;2.44;0.27;0.78;2.67;0.29;0.0;0.56;0.0;0.44;2.33;2.78;1.44;1.11;2.67;0.0;0.0;0.0;1.78;1.67;2.0;Cluster 0
25.0;5.24;2.0;4.0;0.5;0.28;0.8;0.35;0.4;0.44;0.91;0.88;2.2;3.08;1.56;0.72;1.0;0.28;0.08;0.0;1.76;1.24;6.72;Cluster 0
16.0;11.94;4.5;9.0;0.5;0.12;0.75;0.17;2.56;2.88;0.89;1.44;2.44;3.88;1.25;1.69;1.31;0.06;0.25;0.0;2.69;2.31;11.44;Cluster 3
12.0;9.67;4.33;8.25;0.53;0.0;0.0;0.0;1.0;1.58;0.63;1.75;2.92;4.67;0.08;0.67;0.75;0.17;0.0;0.0;2.67;1.33;8.67;Cluster 0
22.0;9.77;4.0;8.05;0.5;0.14;0.5;0.27;1.36;2.14;0.64;1.55;4.55;6.09;1.18;0.5;2.64;0.32;0.18;0.0;2.68;2.59;9.77;Cluster 3
20.0;5.65;1.9;3.45;0.55;0.55;2.7;0.2;0.2;0.2;1.0;0.8;2.4;3.2;1.25;0.55;0.95;0.2;0.05;0.0;2.4;0.6;4.4;Cluster 0
29.0;9.66;2.03;3.76;0.54;1.34;3.52;0.38;1.55;1.86;0.83;0.97;1.76;2.72;3.03;1.62;1.93;0.0;0.14;0.0;2.79;2.07;10.17;Cluster 1
9.0;11.22;2.78;4.78;0.58;1.33;4.22;0.32;1.67;2.44;0.68;1.0;2.22;3.22;2.56;1.89;2.22;0.33;0.44;0.0;2.11;3.11;11.89;Cluster 1
30.0;7.87;0.97;2.5;0.39;1.67;4.5;0.37;0.93;1.1;0.85;0.3;1.5;1.8;1.1;0.77;0.9;0.13;0.07;0.0;1.53;1.13;5.83;Cluster 1
28.0;8.04;2.43;5.11;0.48;0.61;1.68;0.36;1.36;1.75;0.78;1.21;2.82;4.04;1.11;0.61;2.0;0.04;0.29;0.04;2.57;3.18;8.29;Cluster 1
26.0;11.31;2.69;6.42;0.42;1.38;4.31;0.32;1.77;2.31;0.77;0.42;3.73;4.15;1.23;1.38;2.31;0.23;0.15;0.0;2.08;2.35;8.92;Cluster 1
2.0;4.0;2.0;6.0;0.33;0.0;0.0;0.0;0.0;1.0;0.0;4.0;3.5;7.5;0.0;1.0;2.5;1.0;1.0;0.0;3.5;1.0;2.5;Cluster 3
19.0;7.79;3.26;7.42;0.44;0.0;0.05;0.0;1.26;2.84;0.44;2.0;6.42;8.42;1.0;0.95;1.42;1.0;0.16;0.0;2.26;2.26;11.79;Cluster 3
28.0;8.71;3.18;6.04;0.53;0.14;0.54;0.27;1.93;2.46;0.78;1.39;2.68;4.07;1.39;1.36;1.07;0.5;0.11;0.04;1.93;2.18;11.43;Cluster 3
25.0;7.52;2.6;4.36;0.6;0.48;0.8;0.6;0.88;1.24;0.71;0.6;2.08;2.68;2.44;2.0;1.96;0.16;0.24;0.0;1.2;1.88;10.84;Cluster 1
21.0;10.52;4.1;7.48;0.55;0.19;0.71;0.27;1.76;2.05;0.86;1.67;2.81;4.48;0.9;0.52;1.48;0.1;0.33;0.0;1.95;2.38;10.95;Cluster 3
27.0;7.78;2.52;6.11;0.41;0.56;1.67;0.33;1.07;2.07;0.52;1.11;3.63;4.74;2.59;1.74;1.19;0.11;0.0;0.0;0.52;2.37;11.93;Cluster 1
21.0;8.14;2.19;5.33;0.41;1.1;3.0;0.37;0.48;0.71;0.67;1.33;3.33;4.67;0.86;0.86;2.0;0.38;0.19;0.0;1.57;1.19;7.05;Cluster 1
22.0;7.27;1.73;3.41;0.51;0.95;2.41;0.4;0.95;1.18;0.81;1.36;2.77;4.14;1.55;0.77;1.5;0.18;0.18;0.0;2.05;2.27;9.09;Cluster 1
30.0;10.37;3.17;5.1;0.62;0.53;2.23;0.24;2.43;2.83;0.86;1.1;4.37;5.47;2.77;1.63;1.53;0.13;0.27;0.0;1.63;3.37;16.53;Cluster 1
26.0;6.12;2.35;5.5;0.43;0.0;0.0;0.0;1.42;1.96;0.73;3.38;6.19;9.58;1.38;0.85;2.54;0.54;0.19;0.0;2.5;2.04;11.58;Cluster 3
26.0;10.12;4.46;8.85;0.5;0.0;0.12;0.0;1.19;1.73;0.69;3.92;6.08;10.0;0.27;0.65;1.46;0.38;0.23;0.0;1.85;1.77;14.62;Cluster 3
28.0;7.32;0.93;2.57;0.36;1.46;4.82;0.3;1.07;1.96;0.55;0.5;2.82;3.32;0.96;1.14;1.36;0.14;0.14;0.0;1.89;2.07;5.82;Cluster 1
29.0;9.9;2.41;6.52;0.37;1.14;3.41;0.33;1.66;2.28;0.73;1.45;2.59;4.03;1.1;0.38;1.83;0.03;0.69;0.0;2.69;2.21;6.14;Cluster 1
26.0;4.58;0.88;2.5;0.35;0.81;2.96;0.27;0.38;0.54;0.71;0.46;2.04;2.5;1.65;0.69;1.65;0.0;0.12;0.0;1.0;0.73;3.46;Cluster 0
26.0;11.88;4.15;8.46;0.49;0.81;2.88;0.28;1.15;1.65;0.7;1.23;3.5;4.73;1.27;0.73;1.46;0.19;0.46;0.0;2.42;2.08;9.65;Cluster 1
6.0;8.33;3.5;7.17;0.49;0.0;0.17;0.0;1.33;1.83;0.73;1.83;4.17;6.0;0.33;0.17;2.83;0.83;0.0;0.0;3.5;1.83;6.83;Cluster 3
25.0;9.84;4.08;7.52;0.54;0.0;0.0;0.0;1.68;2.12;0.79;2.08;4.2;6.28;0.28;0.76;1.24;0.36;0.28;0.0;1.72;1.76;12.16;Cluster 3
20.0;8.35;1.2;3.2;0.38;1.65;3.65;0.45;1.0;1.4;0.71;0.35;0.45;0.8;0.8;1.2;0.8;0.35;0.2;0.0;1.6;1.65;6.15;Cluster 1
26.0;8.04;2.65;5.15;0.51;0.31;0.69;0.44;1.81;2.38;0.76;1.12;2.77;3.88;0.5;0.92;1.62;0.15;0.23;0.0;3.23;2.31;7.27;Cluster 1
26.0;8.38;2.27;3.81;0.6;0.54;1.69;0.32;2.23;3.88;0.57;0.73;1.54;2.27;1.96;1.12;3.04;0.04;0.15;0.0;1.35;4.27;9.15;Cluster 1
30.0;9.2;2.5;6.67;0.38;0.63;3.13;0.2;2.3;3.13;0.73;0.8;1.4;2.2;1.37;1.43;1.77;0.27;0.23;0.0;2.53;3.23;5.9;Cluster 1
14.0;8.71;1.57;4.29;0.37;1.5;4.64;0.32;1.07;1.36;0.79;0.14;1.64;1.79;1.21;1.07;2.36;0.0;0.0;0.0;1.71;2.0;4.57;Cluster 1
30.0;9.03;3.67;7.23;0.51;0.17;0.53;0.31;1.2;1.33;0.9;0.47;2.67;3.13;1.1;0.3;1.73;0.07;0.07;0.03;2.57;1.73;7.0;Cluster 0
8.0;7.25;3.25;5.75;0.57;0.12;0.25;0.5;0.38;0.5;0.75;1.38;4.0;5.38;0.38;0.75;2.0;0.5;0.12;0.12;2.88;0.88;7.38;Cluster 0
25.0;10.12;3.92;6.52;0.6;0.52;1.76;0.3;0.72;1.2;0.6;0.44;1.12;1.56;1.88;0.64;1.84;0.36;0.2;0.0;0.68;1.12;8.64;Cluster 1
30.0;6.77;1.43;3.47;0.41;0.97;3.33;0.29;1.0;1.23;0.81;0.4;1.53;1.93;1.97;1.3;1.17;0.03;0.13;0.0;1.3;1.57;6.47;Cluster 1
26.0;8.42;1.73;4.31;0.4;1.04;3.0;0.35;1.85;2.69;0.69;0.42;1.96;2.38;3.65;1.35;3.31;0.04;0.23;0.0;2.35;2.73;7.31;Cluster 1
