Temporada,Jugador,Equipo,Tot,Part,Med
2018,"ARROJO JIMENEZ, MARIA BELEN",PERFUMERIAS AVENIDA,0 / 2,4,0
2018,"ABALDE DIAZ, TAMARA",VALENCIA B.C.,0 / 2,5,0
2017,"GUSTAVSSON , ELIN JELENA",EMBUTIDOS PAJARIEL BEMBIBRE PD,24 / 73,26,"32,88"
2017,"BUTLER, BRIANNA",QUESOS EL PASTOR,55 / 168,26,"32,74"
2017,"BUCH ROSELL, ROSO",SPAR CITYLIFT GIRONA,26 / 80,26,"32,5"
2017,"CALVO DIAZ, ANA BEGOÑA",STAR CENTER-UNI FERROL,15 / 47,26,"31,91"
2017,"LUCAS , ITALEE MALINA",IDK GIPUZKOA,15 / 47,13,"31,91"
2017,"CLARET GILABERTE, MARTA",SNATT´S FEMENÍ SANT ADRIÁ,22 / 69,25,"31,88"
2017,"AGIRRE MUÑOZ, ARRATE",LACTURALE ART ARASKI,18 / 57,23,"31,58"
2017,"TUDANCA ACEDO, MARTA",LACTURALE ART ARASKI,29 / 92,19,"31,52"
2017,"MAJSTOROVIC, ANJA",QUESOS EL PASTOR,11 / 35,22,"31,43"
2017,"BRKIC, IVA",IDK GIPUZKOA,35 / 113,26,"30,97"
2017,"SELBY, SHAYANN RAQUEL",MOVISTAR ESTUDIANTES,17 / 55,18,"30,91"
2017,"SAN ROMAN FLORES, IRENE",MOVISTAR ESTUDIANTES,29 / 94,26,"30,85"
2017,"JOVANOVIC, MILICA",CAMPUS PROMETE LF1,40 / 130,19,"30,77"
2017,"RILEY , ANDREA CHARMAINE",SNATT´S FEMENÍ SANT ADRIÁ,38 / 125,26,"30,4"
2017,"BARBEE, SHACOBIA SHAUNTE",MANN-FILTER,27 / 89,26,"30,34"
2017,"VANDERWAL, RACHAEL  ANN",STAR CENTER-UNI FERROL,20 / 66,25,"30,3"
2017,"SILVA SERRANO , ROSELIS CAROLINA",LACTURALE ART ARASKI,33 / 109,25,"30,28"
2017,"MARTIN LLAVERIA, MARIONA",NISSAN  AL-QÁZERES EXTREMADURA,9 / 30,26,30
2017,"OMA GIRALT, HELENA",CADI LA SEU,8 / 27,16,"29,63"
2017,"VAN DEN ADEL, NATALIE ISABELLE",LACTURALE ART ARASKI,18 / 61,21,"29,51"
2017,"QUIRANTE MARTINEZ, ALEJANDRA",MOVISTAR ESTUDIANTES,30 / 103,26,"29,13"
2017,"ALDALUR SOTO, ANE MIREN",LACTURALE ART ARASKI,21 / 73,26,"28,77"
2017,"ARROJO JIMENEZ, MARIA BELEN",SNATT´S FEMENÍ SANT ADRIÁ,22 / 77,26,"28,57"
2017,"MOLINA PRADOS MARTIN BURO, JUANA MARIA",LOINTEK GERNIKA BIZKAIA,18 / 63,25,"28,57"
2017,"CONDE ALCOLADO, MARIA",SPAR CITYLIFT GIRONA,16 / 56,26,"28,57"
2017,"IVEZIC, JELENA",QUESOS EL PASTOR,11 / 39,18,"28,21"
2017,"LIZARAZU HERRERA, MARINA",QUESOS EL PASTOR,25 / 89,26,"28,09"
2017,"LOPEZ VIVES, HELENA",SNATT´S FEMENÍ SANT ADRIÁ,23 / 83,26,"27,71"
2017,"DOMINGUEZ FERNANDEZ, SILVIA",PERFUMERIAS AVENIDA,14 / 52,24,"26,92"
2017,"LAHUERTA MENDOZA, IRENE",MANN-FILTER,8 / 30,26,"26,67"
2017,"COOPER, SHAYLA JONIQUE",NISSAN  AL-QÁZERES EXTREMADURA,11 / 42,16,"26,19"
2017,"LLOBET CODERCH, ITZIAR",SNATT´S FEMENÍ SANT ADRIÁ,11 / 44,26,25
2017,"ESTEBAS ARMAS, PAULA",CAMPUS PROMETE LF1,22 / 90,26,"24,44"
2017,"PEÑA JUBANY, LAURA",SNATT´S FEMENÍ SANT ADRIÁ,16 / 66,26,"24,24"
2017,"GARCIA URLEZAGA, IZASKUN",LACTURALE ART ARASKI,8 / 33,25,"24,24"
2017,"MONTOLIU MATIAS, MARTA",CADI LA SEU,11 / 46,26,"23,91"
2017,"LO SYLLA, NOGAYE",CADI LA SEU,7 / 30,25,"23,33"
2017,"PEREZ ARAUJO, MARIA",STAR CENTER-UNI FERROL,17 / 73,26,"23,29"
2017,"GONZALEZ DUARTE , LARA",IDK GIPUZKOA,7 / 31,26,"22,58"
2017,"OCETE CASTILLO, GABRIELA",MANN-FILTER,12 / 54,26,"22,22"
2017,"BAHI BLANQUERA, GEORGINA",CADI LA SEU,8 / 37,19,"21,62"
2017,"QUEVEDO CAÑIZARES, LAURA",NISSAN  AL-QÁZERES EXTREMADURA,12 / 56,13,"21,43"
2017,"VILARO ARAGONES, ANDREA",CADI LA SEU,16 / 75,25,"21,33"
2017,"HALL , PRECIOUS TANZIE KYTRONIA",CAMPUS PROMETE LF1,12 / 60,20,20
2017,"MENENDEZ ANTOLI, CELIA MARIA",MOVISTAR ESTUDIANTES,13 / 66,26,"19,7"
2017,"HURTADO OBIOLS, CRISTINA",SNATT´S FEMENÍ SANT ADRIÁ,13 / 68,23,"19,12"
2017,"JENKINS, ALISIA LA´JEWEL CHARLESNEIA",QUESOS EL PASTOR,11 / 59,18,"18,64"
2017,"NYSTROM, ELLEN ADINA",IDK GIPUZKOA,5 / 31,26,"16,13"
2017,"BROWN , BRITTANY DANIELLE",EMBUTIDOS PAJARIEL BEMBIBRE PD,15 / 96,26,"15,63"
2017,"COOPER, SHAYLA JONIQUE",NISSAN  AL-QÁZERES EXTREMADURA,11 / 42,16,"26,19"
2017,"LLOBET CODERCH, ITZIAR",SNATT´S FEMENÍ SANT ADRIÁ,11 / 44,26,25
2017,"ESTEBAS ARMAS, PAULA",CAMPUS PROMETE LF1,22 / 90,26,"24,44"
2017,"PEÑA JUBANY, LAURA",SNATT´S FEMENÍ SANT ADRIÁ,16 / 66,26,"24,24"
2017,"GARCIA URLEZAGA, IZASKUN",LACTURALE ART ARASKI,8 / 33,25,"24,24"
2017,"MONTOLIU MATIAS, MARTA",CADI LA SEU,11 / 46,26,"23,91"
2017,"LO SYLLA, NOGAYE",CADI LA SEU,7 / 30,25,"23,33"
2017,"PEREZ ARAUJO, MARIA",STAR CENTER-UNI FERROL,17 / 73,26,"23,29"
2017,"GONZALEZ DUARTE , LARA",IDK GIPUZKOA,7 / 31,26,"22,58"
2017,"OCETE CASTILLO, GABRIELA",MANN-FILTER,12 / 54,26,"22,22"
2017,"BAHI BLANQUERA, GEORGINA",CADI LA SEU,8 / 37,19,"21,62"
2017,"QUEVEDO CAÑIZARES, LAURA",NISSAN  AL-QÁZERES EXTREMADURA,12 / 56,13,"21,43"
2017,"VILARO ARAGONES, ANDREA",CADI LA SEU,16 / 75,25,"21,33"
2017,"HALL , PRECIOUS TANZIE KYTRONIA",CAMPUS PROMETE LF1,12 / 60,20,20
2017,"MENENDEZ ANTOLI, CELIA MARIA",MOVISTAR ESTUDIANTES,13 / 66,26,"19,7"
2017,"HURTADO OBIOLS, CRISTINA",SNATT´S FEMENÍ SANT ADRIÁ,13 / 68,23,"19,12"
2017,"JENKINS, ALISIA LA´JEWEL CHARLESNEIA",QUESOS EL PASTOR,11 / 59,18,"18,64"
2017,"NYSTROM, ELLEN ADINA",IDK GIPUZKOA,5 / 31,26,"16,13"
2017,"BROWN , BRITTANY DANIELLE",EMBUTIDOS PAJARIEL BEMBIBRE PD,15 / 96,26,"15,63"
2016,"VELASCO MARTIN, LAURA",LACTURALE ARASKI,1 / 6,4,"16,67"
2016,"ASURMENDI VILLAVERDE, MARIA DEL CARMEN",LOINTEK GERNIKA BIZKAIA,2 / 14,2,"14,29"
2016,"BEARD, ALANA MONIQUE",PERFUMERIAS AVENIDA,1 / 7,5,"14,29"
