Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,Liga Regular Único,"LÓPEZ-SÉNÉCHAL, LOU",HOZONO GLOBAL JAIRIS,1,27,"0,04"
2024,Liga Regular Único,"DOMINGUEZ FERNANDEZ, SILVIA",PERFUMERIAS AVENIDA,1,24,"0,04"
2024,Liga Regular Único,"PIERRE LOUIS, VIONISE ARON'S",SPAR GIRONA,1,24,"0,04"
2024,Liga Regular Único,"MATAIX GUILL, ANGELA",BAXI FERROL,1,30,"0,03"
2024,Liga Regular Único,"CRUZ LEBRATO, ANNA",CLUB JOVENTUT BADALONA,1,30,"0,03"
2024,Liga Regular Único,"DAVIS, JORI N.",BAXI FERROL,1,29,"0,03"
2024,Liga Regular Único,"GUTIERREZ LANCHO, LUCIA",CELTA  FEMXA ZORKA,1,30,"0,03"
2024,Liga Regular Único,"TOURÉ, MAMIGNAN",SPAR GIRONA,1,30,"0,03"
2024,Liga Regular Único,"ASURMENDI VILLAVERDE, MARIA DEL CARMEN",OSES CONSTRUCCION,1,30,"0,03"
2024,Liga Regular Único,"BROTONS PASCUAL, MONTSERRAT",KUTXABANK ARASKI,1,30,"0,03"
2024,Liga Regular Único,"RODRIGUEZ DOMINGUEZ, NATALIA",KUTXABANK ARASKI,1,30,"0,03"
2024,Liga Regular Único,"HOLESINSKA, PETRA",HOZONO GLOBAL JAIRIS,1,29,"0,03"
2024,Liga Regular Único,"HILL, SAMANTHA ELIZABETH HOLLIDAY",KUTXABANK ARASKI,1,30,"0,03"
2024,Liga Regular Único,"COOPER, SAMANTHA EMMA",CELTA  FEMXA ZORKA,1,29,"0,03"
2024,Liga Regular Único,"YGUERAVIDE VIANA, SANDRA",SPAR GIRONA,1,29,"0,03"
2024,Liga Regular Único,"TOURÉ, MAMIGNAN",SPAR GIRONA,1,30,"0,03"
2024,Liga Regular Único,"ASURMENDI VILLAVERDE, MARIA DEL CARMEN",OSES CONSTRUCCION,1,30,"0,03"
2024,Liga Regular Único,"BROTONS PASCUAL, MONTSERRAT",KUTXABANK ARASKI,1,30,"0,03"
2024,Liga Regular Único,"RODRIGUEZ DOMINGUEZ, NATALIA",KUTXABANK ARASKI,1,30,"0,03"
2024,Liga Regular Único,"HOLESINSKA, PETRA",HOZONO GLOBAL JAIRIS,1,29,"0,03"
2024,Liga Regular Único,"HILL, SAMANTHA ELIZABETH HOLLIDAY",KUTXABANK ARASKI,1,30,"0,03"
2024,Liga Regular Único,"COOPER, SAMANTHA EMMA",CELTA  FEMXA ZORKA,1,29,"0,03"
2024,Liga Regular Único,"YGUERAVIDE VIANA, SANDRA",SPAR GIRONA,1,29,"0,03"
2024,C.SM Reina Final,"MACK, NATASHA NICOLE",SPAR GIRONA,5,2,"2,5"
2024,C.SM Reina Final,"BERTSCH, MORGAN QUINN",HOZONO GLOBAL JAIRIS,4,3,"1,33"
2024,C.SM Reina Final,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,1,1,1
2024,C.SM Reina Final,"EZEIGBO, NNEKA CHIZOBA",SPAR GRAN CANARIA,1,1,1
2024,C.SM Reina Final,"CHERY, KENDRA MARIE-CHRISTIANE",LOINTEK GERNIKA BIZKAIA,1,1,1
2024,C.SM Reina Final,"FAM THIAM, AWA",LOINTEK GERNIKA BIZKAIA,1,1,1
2024,C.SM Reina Final,"BUHNER, FRIEDA MIZZI",MOVISTAR ESTUDIANTES,1,1,1
2024,C.SM Reina Final,"MASSEY, BILLIE KIM",HOZONO GLOBAL JAIRIS,2,3,"0,67"
2024,C.SM Reina Final,"ORTIZ VIVES, MARIONA",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,C.SM Reina Final,"FRASER, BRIANNA ASHAKI",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,C.SM Reina Final,"BIBBY, CHLOE LOUISE",SPAR GIRONA,1,2,"0,5"
2024,C.SM Reina Final,"TATE, IMANI TY LEAH",SPAR GIRONA,1,2,"0,5"
2024,C.SM Reina Final,"PUEYO MELCHOR, HELENA",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,C.SM Reina Final,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,C.SM Reina Final,"ELDEBRINK, FRIDA",HOZONO GLOBAL JAIRIS,1,3,"0,33"
2024,C.SM Reina Final,"FASOULA, MARIA EMMANOUELA",PERFUMERIAS AVENIDA,1,3,"0,33"
2024,C.SM Reina 1/2 Final,"MACK, NATASHA NICOLE",SPAR GIRONA,5,2,"2,5"
2024,C.SM Reina 1/2 Final,"BERTSCH, MORGAN QUINN",HOZONO GLOBAL JAIRIS,4,2,2
2024,C.SM Reina 1/2 Final,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,1,1,1
2024,C.SM Reina 1/2 Final,"EZEIGBO, NNEKA CHIZOBA",SPAR GRAN CANARIA,1,1,1
2024,C.SM Reina 1/2 Final,"CHERY, KENDRA MARIE-CHRISTIANE",LOINTEK GERNIKA BIZKAIA,1,1,1
