Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,Liga Regular Único,"CHERY, KENDRA MARIE-CHRISTIANE",LOINTEK GERNIKA BIZKAIA,30,30,1
2024,Liga Regular Único,"PALMA JORGE, ANA MARIA",CADI LA SEU,28,29,"0,97"
2024,Liga Regular Único,"GIOMI, LYDIA MORA",DURÁN MAQUINARIA ENSINO,29,30,"0,97"
2024,Liga Regular Único,"DODSON, MAYA ANNE CRISENCIA",LOINTEK GERNIKA BIZKAIA,28,29,"0,97"
2024,Liga Regular Único,"RODRIGUEZ ARRIBAS, LUCIA",OSES CONSTRUCCION,27,28,"0,96"
2024,Liga Regular Único,"JUNIO MBULITO, IRIS",IDK EUSKOTREN,16,17,"0,94"
2024,Liga Regular Único,"HERMOSA MONREAL, NEREA",CASADEMONT ZARAGOZA,23,25,"0,92"
2024,Liga Regular Único,"GINZO ARANTES, PAULA",HOZONO GLOBAL JAIRIS,27,30,"0,9"
2024,Liga Regular Único,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,27,30,"0,9"
2024,Liga Regular Único,"PUJOL LLUCH, ARIADNA",CELTA  FEMXA ZORKA,16,18,"0,89"
2024,Liga Regular Único,"MENENDEZ TORRES, CARLOTA",BAXI FERROL,24,27,"0,89"
2024,Liga Regular Único,"VITOLA, KRISTINE",VALENCIA B.C.,24,27,"0,89"
2024,Liga Regular Único,"FASOULA, MARIA EMMANOUELA",PERFUMERIAS AVENIDA,23,26,"0,88"
2024,Liga Regular Único,"BERMEJO ESCRIBANO, DEVA",CLUB JOVENTUT BADALONA,13,15,"0,87"
2024,Liga Regular Único,"DAVIS, JORI N.",BAXI FERROL,25,29,"0,86"
2024,Liga Regular Único,"DEMBELE, GNERE ALIMA",CLUB JOVENTUT BADALONA,25,30,"0,83"
2024,Liga Regular Único,"GATLING, MARKEISHA CHERTE",CASADEMONT ZARAGOZA,14,17,"0,82"
2024,Liga Regular Único,"COTANO DE JUAN, REBECA",CLUB JOVENTUT BADALONA,23,28,"0,82"
2024,Liga Regular Único,"DJIU MORRO, NOA MARIA",BAXI FERROL,22,28,"0,79"
2024,Liga Regular Único,"HOLESINSKA, PETRA",HOZONO GLOBAL JAIRIS,23,29,"0,79"
2024,Liga Regular Único,"ALARCON OTERO, TXELL",HOZONO GLOBAL JAIRIS,23,29,"0,79"
2024,Liga Regular Único,"BUHNER, FRIEDA MIZZI",MOVISTAR ESTUDIANTES,23,30,"0,77"
2024,Liga Regular Único,"FEQUIERE, JESSICA",DURÁN MAQUINARIA ENSINO,23,30,"0,77"
2024,Liga Regular Único,"PENDANDE MENDES, MARIA DOLORES",IDK EUSKOTREN,23,30,"0,77"
2024,Liga Regular Único,"RODRIGUEZ DOMINGUEZ, NATALIA",KUTXABANK ARASKI,23,30,"0,77"
2024,Liga Regular Único,"MUHATE PEÑA, CECILIA",DURÁN MAQUINARIA ENSINO,21,29,"0,72"
2024,Liga Regular Único,"MANDIC, ANA",CADI LA SEU,15,21,"0,71"
2024,Liga Regular Único,"TUNSTULL, JEWEL JOYCE DIAMNOD",OSES CONSTRUCCION,17,24,"0,71"
2024,Liga Regular Único,"VENNEMA, IRIS",CLUB JOVENTUT BADALONA,18,26,"0,69"
2024,Liga Regular Único,"SANCHEZ RAMOS PEREDA, ALBA",BAXI FERROL,19,28,"0,68"
2024,Liga Regular Único,"MAXWELL, BRYNNA MARIE",CELTA  FEMXA ZORKA,13,19,"0,68"
2024,Liga Regular Único,"JAMES, KAI AFI GNOZI NONI",SPAR GRAN CANARIA,13,19,"0,68"
2024,Liga Regular Único,"JANKOVIC, MASA",PERFUMERIAS AVENIDA,17,25,"0,68"
2024,Liga Regular Único,"BECKER, NIYAH CG",IDK EUSKOTREN,12,18,"0,67"
2024,Liga Regular Único,"CLAESSENS, NASTJA",IDK EUSKOTREN,17,27,"0,63"
2024,Liga Regular Único,"RIDARD, SEEHIA FELICITE ALEXANDRINE",CADI LA SEU,9,15,"0,6"
2024,Liga Regular Único,"KONE , SIKA",PERFUMERIAS AVENIDA,17,30,"0,57"
2024,Liga Regular Único,"GUERRERO ALCANTARA, CAROLINA",SPAR GIRONA,15,27,"0,56"
2024,Liga Regular Único,"GARFELLA BEJAR, ELBA",DURÁN MAQUINARIA ENSINO,16,30,"0,53"
2024,Liga Regular Único,"WONE ARANAZ, AIXA",OSES CONSTRUCCION,14,30,"0,47"
2024,Liga Regular Único,"BAINES, AZANA NAHIMANA",CADI LA SEU,8,17,"0,47"
2024,Liga Regular Único,"VIDAL ACUÑA, SARA",CELTA  FEMXA ZORKA,7,19,"0,37"
2024,Liga Regular Único,"ALBERDI LARRUCEA, MARTA",LOINTEK GERNIKA BIZKAIA,8,23,"0,35"
2024,Liga Regular Único,"DIEZ PASTOR, AMAIA",OSES CONSTRUCCION,9,27,"0,33"
2024,Liga Regular Único,"MATA GALINDO, MARINA",CADI LA SEU,8,24,"0,33"
2024,Liga Regular Único,"BROTONS PASCUAL, MONTSERRAT",KUTXABANK ARASKI,10,30,"0,33"
2024,Liga Regular Único,"MOYA BLANCH, LAIA",CELTA  FEMXA ZORKA,8,25,"0,32"
